,time,x_bl,y_bl,x_no_bl,y_no_bl,depth
2021-04-10 16:54:27.000092,1618088067.000092,-4.126713974775859,8.064465191293637,-4.126713974775859,8.064465191293637,9.5
2021-04-10 16:54:31.000056,1618088071.000056,-5.759101573874222,6.968364977067761,-5.759101573874222,6.968364977067761,9.5
2021-04-10 16:54:35.000003,1618088075.000003,-7.282529909663621,5.904433616048664,-7.282529909663621,5.904433616048664,10.0
2021-04-10 16:54:38.000045,1618088078.000045,-8.386463657945743,5.28526730949972,-8.386463657945743,5.28526730949972,10.8
2021-04-10 16:54:41.000077,1618088081.000077,-9.950648504540862,4.770726023454146,-9.950648504540862,4.770726023454146,11.5
2021-04-10 16:54:45.000082,1618088085.000082,-11.915978959087681,4.193777802242548,-11.915978959087681,4.193777802242548,12.3
2021-04-10 16:54:49.000070,1618088089.00007,-14.6663606678404,3.2050560762306937,-14.6663606678404,3.2050560762306937,12.5
2021-04-10 16:54:54.000006,1618088094.000006,-14.708224019852716,3.08639719523258,-14.708224019852716,3.08639719523258,12.5
2021-04-10 16:54:57.000056,1618088097.000056,-14.733342772458363,3.0151997651897684,-14.733342772458363,3.0151997651897684,12.5
2021-04-10 16:55:01.000085,1618088101.000085,-14.76683412719555,2.920270752456712,-14.76683412719555,2.920270752456712,12.5
2021-04-10 16:55:05.000036,1618088105.000036,-14.800324827170678,2.825343595603067,-14.800324827170678,2.825343595603067,12.5
2021-04-10 16:55:09.000062,1618088109.000062,-14.833816155956931,2.730414656426207,-14.833816155956931,2.730414656426207,12.5
2021-04-10 16:55:13.000015,1618088113.000015,-14.867306873898093,2.6354874486490414,-14.867306873898093,2.6354874486490414,12.5
2021-04-10 16:55:17.000036,1618088117.000036,-14.900798160763603,2.540558628293729,-14.900798160763603,2.540558628293729,12.5
2021-04-10 16:55:21.000013,1618088121.000013,-13.85534999813963,2.464463800774613,-13.85534999813963,2.464463800774613,12.3
2021-04-10 16:55:24.000078,1618088124.000078,-14.407932052846142,1.887431763688293,-14.407932052846142,1.887431763688293,12.5
2021-04-10 16:55:28.000016,1618088128.000016,-14.616031337777862,1.7197366219252623,-14.616031337777862,1.7197366219252623,12.3
2021-04-10 16:55:31.000039,1618088131.000039,-14.687864386131773,1.3629621920076853,-14.687864386131773,1.3629621920076853,12.0
2021-04-10 16:55:34.000062,1618088134.000062,-14.784735082134647,1.2510510489494895,-14.784735082134647,1.2510510489494895,12.0
2021-04-10 16:55:37.000095,1618088137.000095,-14.91410761309258,0.9755474526224484,-14.91410761309258,0.9755474526224484,12.0
2021-04-10 16:55:41.000018,1618088141.000018,-14.638124083024564,0.7125283344820303,-14.638124083024564,0.7125283344820303,11.600000000000001
2021-04-10 16:55:44.000042,1618088144.000042,-14.728339520723548,0.4809534368737286,-14.728339520723548,0.4809534368737286,11.5
2021-04-10 16:55:47.000067,1618088147.000067,-15.1275405518911,-0.07995986469054495,-15.1275405518911,-0.07995986469054495,11.5
2021-04-10 16:55:50.000091,1618088150.000091,-15.166255522979263,-0.27953731867445203,-15.166255522979263,-0.27953731867445203,11.200000000000001
2021-04-10 16:55:54.000022,1618088154.000022,-15.766195595390366,-0.8626251824974154,-15.766195595390366,-0.8626251824974154,10.8
2021-04-10 16:55:57.000047,1618088157.000047,-16.03678411222982,-1.2213007739284203,-16.03678411222982,-1.2213007739284203,10.700000000000001
2021-04-10 16:56:00.000074,1618088160.000074,-16.093040310800312,-1.349540947087422,-16.093040310800312,-1.349540947087422,10.700000000000001
2021-04-10 16:56:04.000002,1618088164.000002,-16.233745652999776,-1.6112305980209283,-16.233745652999776,-1.6112305980209283,10.3
2021-04-10 16:56:07.000028,1618088167.000028,-16.297013131838764,-1.9330475932422706,-16.297013131838764,-1.9330475932422706,9.8
2021-04-10 16:56:10.000058,1618088170.000058,-16.343201633877086,-2.6709516301914835,-16.343201633877086,-2.6709516301914835,9.600000000000001
2021-04-10 16:56:13.000088,1618088173.000088,-16.535986218398687,-3.1447465951804086,-16.535986218398687,-3.1447465951804086,9.200000000000001
2021-04-10 16:56:17.000006,1618088177.000006,-16.810132606070464,-3.66744300584067,-16.810132606070464,-3.66744300584067,9.200000000000001
2021-04-10 16:56:20.000026,1618088180.000026,-17.040314352475082,-3.9684432564880536,-17.040314352475082,-3.9684432564880536,8.700000000000001
2021-04-10 16:56:23.000045,1618088183.000045,-17.363976828045637,-4.272939122840416,-17.363976828045637,-4.272939122840416,8.5
2021-04-10 16:56:26.000064,1618088186.000064,-17.727595009438232,-4.487882808148258,-17.727595009438232,-4.487882808148258,8.1
2021-04-10 16:56:29.000095,1618088189.000095,-18.140722516627356,-4.673617415993392,-18.140722516627356,-4.673617415993392,7.5
2021-04-10 16:56:33.000014,1618088193.000014,-18.796069290986402,-4.925795959920809,-18.796069290986402,-4.925795959920809,7.5
2021-04-10 16:56:36.000033,1618088196.000033,-19.40645096738469,-5.146010235133305,-19.40645096738469,-5.146010235133305,7.0
2021-04-10 16:56:39.000054,1618088199.000054,-20.260667480572977,-5.4812904164636675,-20.260667480572977,-5.4812904164636675,6.9
2021-04-10 16:56:42.000073,1618088202.000073,-21.238906593498097,-5.856888864248446,-21.238906593498097,-5.856888864248446,6.9
2021-04-10 16:56:45.000094,1618088205.000094,-22.302107230454435,-6.243830139568912,-22.302107230454435,-6.243830139568912,6.1000000000000005
2021-04-10 16:56:49.000024,1618088209.000024,-23.832952035694387,-6.763762165250343,-23.832952035694387,-6.763762165250343,5.5
2021-04-10 16:56:52.000043,1618088212.000043,-25.052560823495437,-7.045027358772201,-25.052560823495437,-7.045027358772201,5.2
2021-04-10 16:56:55.000063,1618088215.000063,-26.387948786528177,-7.332882192264755,-26.387948786528177,-7.332882192264755,5.2
2021-04-10 16:56:58.000082,1618088218.000082,-27.730787240460465,-7.5375470847815125,-27.730787240460465,-7.5375470847815125,5.0
2021-04-10 16:57:02.000006,1618088222.000006,-29.509044553184648,-7.724441929600562,-29.509044553184648,-7.724441929600562,4.6000000000000005
2021-04-10 16:57:05.000027,1618088225.000027,-30.869424481167528,-7.867073899871606,-30.869424481167528,-7.867073899871606,4.6000000000000005
2021-04-10 16:57:08.000059,1618088228.000059,-32.224771227436406,-8.025907611412435,-32.224771227436406,-8.025907611412435,4.6000000000000005
2021-04-10 16:57:11.000078,1618088231.000078,-33.57072989994953,-8.232758970594197,-33.57072989994953,-8.232758970594197,4.6000000000000005
2021-04-10 16:57:14.000098,1618088234.000098,-34.873035526165324,-8.329650008971278,-34.873035526165324,-8.329650008971278,4.3
2021-04-10 16:57:18.000018,1618088238.000018,-36.522334109555864,-8.365961891501133,-36.522334109555864,-8.365961891501133,3.7
2021-04-10 16:57:21.000039,1618088241.000039,-37.69841492803175,-8.406819170657684,-37.69841492803175,-8.406819170657684,3.7
2021-04-10 16:57:24.000061,1618088244.000061,-38.67408666469149,-8.506738067656203,-38.67408666469149,-8.506738067656203,3.5
2021-04-10 16:57:27.000081,1618088247.000081,-39.34076449460115,-8.619307135014065,-39.34076449460115,-8.619307135014065,3.7
2021-04-10 16:57:31.000013,1618088251.000013,-39.96587161030377,-8.816590352087502,-39.96587161030377,-8.816590352087502,3.7
2021-04-10 16:57:34.000033,1618088254.000033,-40.25382166617914,-9.006056402870254,-40.25382166617914,-9.006056402870254,4.2
2021-04-10 16:57:37.000053,1618088257.000053,-40.381149604534706,-9.24697509761576,-40.381149604534706,-9.24697509761576,4.800000000000001
2021-04-10 16:57:40.000074,1618088260.000074,-40.3224231840021,-9.532899380661489,-40.3224231840021,-9.532899380661489,4.800000000000001
2021-04-10 16:57:43.000095,1618088263.000095,-40.147852479637315,-9.856829863051914,-40.147852479637315,-9.856829863051914,4.800000000000001
2021-04-10 16:57:47.000018,1618088267.000018,-39.82485509542924,-10.312162048017322,-39.82485509542924,-10.312162048017322,4.5
2021-04-10 16:57:50.000049,1618088270.000049,-39.51476596092253,-10.587850055867296,-39.51476596092253,-10.587850055867296,4.2
2021-04-10 16:57:53.000068,1618088273.000068,-39.16959722372915,-10.764152696811154,-39.16959722372915,-10.764152696811154,3.7
2021-04-10 16:57:56.000095,1618088276.000095,-38.883607053817116,-10.951361774452424,-38.883607053817116,-10.951361774452424,3.7
2021-04-10 16:58:00.000015,1618088280.000015,-38.59305734202873,-11.378258846336484,-38.59305734202873,-11.378258846336484,3.7
2021-04-10 16:58:03.000036,1618088283.000036,-38.37294192966845,-11.699536216049532,-38.37294192966845,-11.699536216049532,3.2
2021-04-10 16:58:06.000057,1618088286.000057,-38.116994278717414,-11.89391538233127,-38.116994278717414,-11.89391538233127,2.6
2021-04-10 16:58:09.000087,1618088289.000087,-37.87657280747942,-11.980893508488279,-37.87657280747942,-11.980893508488279,2.6
2021-04-10 16:58:13.000007,1618088293.000007,-37.457177891326744,-12.152355161632968,-37.457177891326744,-12.152355161632968,2.2
2021-04-10 16:58:16.000028,1618088296.000028,-37.0779810840371,-12.329115890890986,-37.0779810840371,-12.329115890890986,1.8
2021-04-10 16:58:19.000049,1618088299.000049,-36.63231708501725,-12.567390866294133,-36.63231708501725,-12.567390866294133,1.2000000000000002
2021-04-10 16:58:22.000072,1618088302.000072,-36.075647514194266,-12.848904998629566,-36.075647514194266,-12.848904998629566,1.2000000000000002
2021-04-10 16:58:25.000096,1618088305.000096,-35.5898788765787,-13.106526655877209,-35.5898788765787,-13.106526655877209,1.0
2021-04-10 16:58:29.000029,1618088309.000029,-34.97285205412282,-13.310233256752566,-34.97285205412282,-13.310233256752566,0.2
2021-04-10 16:58:32.000053,1618088312.000053,-34.52344833161841,-13.454762943247413,-34.52344833161841,-13.454762943247413,0.0
2021-04-10 16:58:35.000076,1618088315.000076,-34.23761913562578,-13.612083353920593,-34.23761913562578,-13.612083353920593,0.0
2021-04-10 16:58:38.000099,1618088318.000099,-34.064013668067545,-13.825339860515598,-34.064013668067545,-13.825339860515598,0.0
2021-04-10 16:58:42.000024,1618088322.000024,-34.04349822509125,-13.916690653984745,-34.04349822509125,-13.916690653984745,0.0
2021-04-10 16:58:45.000053,1618088325.000053,-34.10685173191183,-13.97913322733184,-34.10685173191183,-13.97913322733184,0.0
2021-04-10 16:58:48.000076,1618088328.000076,-34.28581666842572,-13.961234530858539,-34.28581666842572,-13.961234530858539,0.0
2021-04-10 16:58:51.000099,1618088331.000099,-34.39167809923844,-13.87085598419187,-34.39167809923844,-13.87085598419187,0.0
2021-04-10 16:58:55.000023,1618088335.000023,-34.403685562432024,-13.948419750962714,-34.403685562432024,-13.948419750962714,0.0
2021-04-10 16:58:58.000048,1618088338.000048,-34.30024522631659,-13.949147892845499,-34.30024522631659,-13.949147892845499,0.0
2021-04-10 16:59:01.000078,1618088341.000078,-33.93719473305452,-14.061685486194131,-33.93719473305452,-14.061685486194131,0.0
2021-04-10 16:59:05.000001,1618088345.000001,-33.895316057931005,-14.099298253494018,-33.895316057931005,-14.099298253494018,0.0
2021-04-10 16:59:08.000024,1618088348.000024,-34.063667727788406,-14.085923259139326,-34.063667727788406,-14.085923259139326,0.0
2021-04-10 16:59:11.000050,1618088351.00005,-34.275690619295844,-13.999311946731737,-34.275690619295844,-13.999311946731737,0.0
2021-04-10 16:59:14.000074,1618088354.000074,-34.141909853095655,-13.962771075210402,-34.141909853095655,-13.962771075210402,0.0
2021-04-10 16:59:18.000008,1618088358.000008,-34.04867526196428,-13.736853270102923,-34.04867526196428,-13.736853270102923,0.0
2021-04-10 16:59:21.000032,1618088361.000032,-34.1695740905836,-13.77964660353876,-34.1695740905836,-13.77964660353876,0.0
2021-04-10 16:59:24.000057,1618088364.000057,-34.312873894013514,-13.766476885862536,-34.312873894013514,-13.766476885862536,0.0
2021-04-10 16:59:27.000081,1618088367.000081,-34.20280771763278,-13.674035668150706,-34.20280771763278,-13.674035668150706,0.0
2021-04-10 16:59:31.000005,1618088371.000005,-34.31059566468042,-13.779007251451171,-34.31059566468042,-13.779007251451171,0.0
2021-04-10 16:59:34.000040,1618088374.00004,-34.31850067657673,-13.934299134917193,-34.31850067657673,-13.934299134917193,0.0
2021-04-10 16:59:37.000064,1618088377.000064,-34.34590961568506,-13.993378729138824,-34.34590961568506,-13.993378729138824,0.0
2021-04-10 16:59:40.000089,1618088380.000089,-34.23616710077515,-13.896603747636618,-34.23616710077515,-13.896603747636618,0.0
2021-04-10 16:59:44.000012,1618088384.000012,-34.19308362298503,-13.924037083744928,-34.19308362298503,-13.924037083744928,0.0
2021-04-10 16:59:47.000037,1618088387.000037,-34.01066978253835,-13.892907151439086,-34.01066978253835,-13.892907151439086,0.0
2021-04-10 16:59:50.000073,1618088390.000073,-33.509142818351876,-13.954005846778209,-33.509142818351876,-13.954005846778209,0.0
2021-04-10 16:59:53.000096,1618088393.000096,-33.1593620963764,-13.997290939360763,-33.1593620963764,-13.997290939360763,0.0
2021-04-10 16:59:57.000021,1618088397.000021,-32.70977125084105,-14.070314109161385,-32.70977125084105,-14.070314109161385,0.0
2021-04-10 17:00:00.000046,1618088400.000046,-32.691616493950136,-14.250037116875303,-32.691616493950136,-14.250037116875303,0.0
2021-04-10 17:00:03.000070,1618088403.00007,-32.504825842099116,-14.410226375969167,-32.504825842099116,-14.410226375969167,0.0
2021-04-10 17:00:07.000004,1618088407.000004,-32.16765618261369,-14.68720483893624,-32.16765618261369,-14.68720483893624,0.0
2021-04-10 17:00:10.000028,1618088410.000028,-32.04556667204235,-14.856648857005647,-32.04556667204235,-14.856648857005647,0.0
2021-04-10 17:00:13.000052,1618088413.000052,-31.916904647759868,-15.051387376348464,-31.916904647759868,-15.051387376348464,0.0
2021-04-10 17:00:16.000076,1618088416.000076,-31.725628705362425,-15.183381179187606,-31.725628705362425,-15.183381179187606,0.0
2021-04-10 17:00:19.000000,1618088419.0,-31.724305598350412,-15.201931355795848,-31.724305598350412,-15.201931355795848,0.0
2021-04-10 17:00:23.000030,1618088423.00003,-31.47232915117512,-15.438322139278696,-31.47232915117512,-15.438322139278696,0.0
2021-04-10 17:00:26.000054,1618088426.000054,-31.337192810140586,-15.306461851608256,-31.337192810140586,-15.306461851608256,0.0
2021-04-10 17:00:29.000078,1618088429.000078,-31.32961395723789,-15.342974052866603,-31.32961395723789,-15.342974052866603,0.0
2021-04-10 17:00:33.000002,1618088433.000002,-31.105034379802525,-15.376596551834565,-31.105034379802525,-15.376596551834565,0.0
2021-04-10 17:00:36.000026,1618088436.000026,-30.758993569691903,-15.577469897824383,-30.758993569691903,-15.577469897824383,0.0
2021-04-10 17:00:39.000057,1618088439.000057,-30.808536683923656,-15.591501949799893,-30.808536683923656,-15.591501949799893,0.0
2021-04-10 17:00:42.000082,1618088442.000082,-30.574095353418194,-15.694656549452153,-30.574095353418194,-15.694656549452153,0.0
2021-04-10 17:00:46.000005,1618088446.000005,-29.91371057419936,-16.01130232685001,-29.91371057419936,-16.01130232685001,0.0
2021-04-10 17:00:49.000030,1618088449.00003,-29.38136476999144,-16.24807820351567,-29.38136476999144,-16.24807820351567,0.0
2021-04-10 17:00:52.000054,1618088452.000054,-29.004285655837297,-16.4255764373468,-29.004285655837297,-16.4255764373468,0.0
2021-04-10 17:00:55.000088,1618088455.000088,-28.626746675733838,-16.5940562973178,-28.626746675733838,-16.5940562973178,0.0
2021-04-10 17:00:59.000012,1618088459.000012,-28.048269144644937,-16.847163059943526,-28.048269144644937,-16.847163059943526,0.0
2021-04-10 17:01:02.000038,1618088462.000038,-27.82684582311639,-16.8717576514735,-27.82684582311639,-16.8717576514735,0.0
2021-04-10 17:01:05.000063,1618088465.000063,-27.51130194199163,-17.050995010269347,-27.51130194199163,-17.050995010269347,0.0
2021-04-10 17:01:08.000086,1618088468.000086,-27.56142406694978,-17.09020879312482,-27.56142406694978,-17.09020879312482,0.0
2021-04-10 17:01:12.000020,1618088472.00002,-27.23562787818909,-17.26568424054689,-27.23562787818909,-17.26568424054689,0.0
2021-04-10 17:01:15.000043,1618088475.000043,-27.163177841805503,-17.34144358052536,-27.163177841805503,-17.34144358052536,0.0
2021-04-10 17:01:18.000067,1618088478.000067,-27.0022626295092,-17.451457292094283,-27.0022626295092,-17.451457292094283,0.0
2021-04-10 17:01:21.000091,1618088481.000091,-26.795544703369572,-17.700622803342373,-26.795544703369572,-17.700622803342373,0.0
2021-04-10 17:01:25.000015,1618088485.000015,-26.826905892364096,-17.81646159524407,-26.826905892364096,-17.81646159524407,0.0
2021-04-10 17:01:28.000044,1618088488.000044,-26.818689529131166,-17.91127507327086,-26.818689529131166,-17.91127507327086,0.0
2021-04-10 17:01:31.000067,1618088491.000067,-26.800879589389705,-18.163909393736876,-26.800879589389705,-18.163909393736876,0.0
2021-04-10 17:01:34.000091,1618088494.000091,-26.79076042155013,-18.26090057431041,-26.79076042155013,-18.26090057431041,0.0
2021-04-10 17:01:38.000015,1618088498.000015,-26.581533696493988,-18.3277602478663,-26.581533696493988,-18.3277602478663,0.0
2021-04-10 17:01:41.000040,1618088501.00004,-26.568409265948294,-18.46440331088054,-26.568409265948294,-18.46440331088054,0.0
2021-04-10 17:01:44.000071,1618088504.000071,-26.488564133276626,-18.45711562682324,-26.488564133276626,-18.45711562682324,0.0
2021-04-10 17:01:47.000095,1618088507.000095,-26.29452417838025,-18.5840309133187,-26.29452417838025,-18.5840309133187,0.0
2021-04-10 17:01:51.000019,1618088511.000019,-26.19636700836495,-18.774536165800658,-26.19636700836495,-18.774536165800658,0.0
2021-04-10 17:01:54.000043,1618088514.000043,-26.063421090574625,-18.788288154347104,-26.063421090574625,-18.788288154347104,0.0
2021-04-10 17:01:57.000066,1618088517.000066,-25.99888596360019,-18.842208907903977,-25.99888596360019,-18.842208907903977,0.0
2021-04-10 17:02:00.000098,1618088520.000098,-25.83121335042771,-18.879121715725223,-25.83121335042771,-18.879121715725223,0.0
2021-04-10 17:02:04.000022,1618088524.000022,-25.55763694538259,-19.20383186747198,-25.55763694538259,-19.20383186747198,0.0
2021-04-10 17:02:07.000045,1618088527.000045,-25.551371574113745,-19.394518707126675,-25.551371574113745,-19.394518707126675,0.0
2021-04-10 17:02:10.000070,1618088530.00007,-25.381738172655222,-19.5170922121063,-25.381738172655222,-19.5170922121063,0.0
2021-04-10 17:02:13.000095,1618088533.000095,-24.95592976807539,-19.576550119363386,-24.95592976807539,-19.576550119363386,0.0
2021-04-10 17:02:17.000029,1618088537.000029,-24.808303234543697,-19.695422366809574,-24.808303234543697,-19.695422366809574,0.0
2021-04-10 17:02:20.000053,1618088540.000053,-24.63282309680717,-19.836989368325387,-24.63282309680717,-19.836989368325387,0.0
2021-04-10 17:02:23.000078,1618088543.000078,-24.781720750042812,-20.000464523213736,-24.781720750042812,-20.000464523213736,0.0
2021-04-10 17:02:27.000002,1618088547.000002,-24.940433672470444,-20.072673841130996,-24.940433672470444,-20.072673841130996,0.0
2021-04-10 17:02:30.000026,1618088550.000026,-25.066037355631288,-20.171190032558552,-25.066037355631288,-20.171190032558552,0.0
2021-04-10 17:02:33.000057,1618088553.000057,-25.169965733384466,-20.174065188573977,-25.169965733384466,-20.174065188573977,0.0
2021-04-10 17:02:36.000082,1618088556.000082,-25.222389977284767,-20.244164675278956,-25.222389977284767,-20.244164675278956,0.0
2021-04-10 17:02:40.000007,1618088560.000007,-25.399261407438434,-20.342596230825666,-25.399261407438434,-20.342596230825666,0.0
2021-04-10 17:02:43.000030,1618088563.00003,-25.304994278321715,-20.528721614324315,-25.304994278321715,-20.528721614324315,0.0
2021-04-10 17:02:46.000054,1618088566.000054,-25.163959107014595,-20.73790949813753,-25.163959107014595,-20.73790949813753,0.0
2021-04-10 17:02:49.000085,1618088569.000085,-25.21016768741366,-20.85697538408743,-25.21016768741366,-20.85697538408743,0.0
2021-04-10 17:02:53.000008,1618088573.000008,-25.275967956759395,-20.84323332954632,-25.275967956759395,-20.84323332954632,0.0
2021-04-10 17:02:56.000032,1618088576.000032,-25.218937576752843,-20.95994356219275,-25.218937576752843,-20.95994356219275,0.0
2021-04-10 17:02:59.000056,1618088579.000056,-25.251470094655637,-20.975704237834627,-25.251470094655637,-20.975704237834627,0.0
2021-04-10 17:03:02.000080,1618088582.00008,-25.47447235878111,-21.180029101814014,-25.47447235878111,-21.180029101814014,0.0
2021-04-10 17:03:06.000014,1618088586.000014,-25.66683487581935,-21.17207845502565,-25.66683487581935,-21.17207845502565,0.0
2021-04-10 17:03:09.000039,1618088589.000039,-25.530941800347232,-21.296111420852736,-25.530941800347232,-21.296111420852736,0.0
2021-04-10 17:03:12.000063,1618088592.000063,-25.394462643424696,-21.469019204486333,-25.394462643424696,-21.469019204486333,0.0
2021-04-10 17:03:15.000087,1618088595.000087,-25.222383753129265,-21.56176802530956,-25.222383753129265,-21.56176802530956,0.0
2021-04-10 17:03:19.000014,1618088599.000014,-24.942446743259307,-21.72575936881176,-24.942446743259307,-21.72575936881176,0.0
2021-04-10 17:03:22.000048,1618088602.000048,-24.917498897040787,-21.757741737018907,-24.917498897040787,-21.757741737018907,0.0
2021-04-10 17:03:25.000072,1618088605.000072,-24.907715368260224,-21.801159364143835,-24.907715368260224,-21.801159364143835,0.0
2021-04-10 17:03:28.000096,1618088608.000096,-24.60948828690555,-21.857858540134778,-24.60948828690555,-21.857858540134778,0.0
2021-04-10 17:03:32.000024,1618088612.000024,-23.95969772078815,-22.0004663745253,-23.95969772078815,-22.0004663745253,0.0
2021-04-10 17:03:35.000049,1618088615.000049,-23.924010534537285,-22.081857553001242,-23.924010534537285,-22.081857553001242,0.0
2021-04-10 17:03:38.000081,1618088618.000081,-23.89441827285066,-22.252232181378478,-23.89441827285066,-22.252232181378478,0.0
2021-04-10 17:03:42.000005,1618088622.000005,-23.547829246788766,-22.325437859694528,-23.547829246788766,-22.325437859694528,0.0
2021-04-10 17:03:45.000030,1618088625.00003,-23.199167692349906,-22.370464118190444,-23.199167692349906,-22.370464118190444,0.0
2021-04-10 17:03:48.000054,1618088628.000054,-23.14658397356842,-22.462342975202695,-23.14658397356842,-22.462342975202695,0.0
2021-04-10 17:03:51.000079,1618088631.000079,-23.29490390550456,-22.587627706015518,-23.29490390550456,-22.587627706015518,0.0
2021-04-10 17:03:55.000014,1618088635.000014,-23.198923475230725,-22.745495862430396,-23.198923475230725,-22.745495862430396,0.0
