time,pitch,depth,depth_rate,v_N,v_E,pump_volume,thruster_power,thruster_current
1574396399.42139,0.462512,11.5369,-0.464371,0.706778,0.574958,254.327,5.24459,0.6608
1574396403.78711,0.471239,9.51968,-0.460555,0.696278,0.551506,254.302,4.9168,0.6195
1574396407.99792,0.472984,7.33665,-0.463981,0.711981,0.538092,254.123,0.0,0.0
1574396412.27948,0.432842,5.31942,-0.408595,0.69398,0.511677,240.572,,
1574396416.47098,0.326377,4.37988,-0.314751,0.731579,0.462451,227.315,,
1574396420.77475,0.247837,3.32982,-0.235125,0.735811,0.344077,215.283,,
1574396424.92456,0.204204,2.61135,-0.163362,0.639931,0.155297,205.483,,
1574396429.51138,0.10472,2.05868,-0.124306,0.56771,0.103707,191.613,,
1574396433.78696,-0.015708,1.80998,-0.0583118,0.300677,0.0483241,179.262,,
1574396438.25082,-0.0523599,1.72708,-0.0185749,0.0740486,-0.00483108,167.523,,
1574396442.5264,-0.0663225,1.67182,-0.0134436,0.0740486,-0.00483108,155.95,,
1574396446.81107,-0.0645772,1.72708,0.0123336,0.0740486,-0.00483108,144.53,,
1574396451.09729,-0.0785398,1.72708,0.0,0.0740486,-0.00483108,133.008,,
1574396455.54031,-0.122173,1.61655,-0.0241867,0.0740486,-0.00483108,121.052,,
1574396459.83218,-0.155334,1.53365,-0.0201409,0.0740486,-0.00483108,109.9,,
1574396464.26901,-0.167552,1.36785,-0.0374266,0.0740486,-0.00483108,98.4551,,
1574396468.53806,-0.172788,1.20205,-0.038829,0.0740486,-0.00483108,87.5838,,
1574396472.96033,-0.198968,1.17442,-0.00624059,0.0499621,-0.0242665,76.904,,
1574396477.23932,-0.232129,0.815183,-0.0805275,-0.168089,-0.244446,66.658,,
1574396481.53232,-0.244346,0.566483,-0.0575694,-0.0828333,-0.174248,56.9351,,
1574396485.82343,-0.244346,0.179617,-0.0901997,-0.172679,-0.269414,46.9698,,
1574396490.26263,-0.253073,0.0,-0.0404542,-0.0152251,-0.133279,37.3235,,
1574396494.5499,-0.242601,0.0,0.0,0.0740486,-0.00483108,28.5576,,
1574396498.82419,-0.200713,0.0,0.0,0.0740486,-0.00483108,20.417,,
1574396503.10568,-0.179769,0.0,0.0,0.397447,0.430625,12.4167,,
1574396507.56903,-0.18675,0.0,0.0,0.207537,0.172314,4.8502,,
1574396511.8483,0.0593412,0.0,0.0,0.0740486,-0.00483108,-1.81034,,
1574396516.13425,0.00349066,0.0,0.0,0.0740486,-0.00483108,-8.25397,,
1574396520.40363,-0.0191986,0.0,0.0,0.0740486,-0.00483108,-14.6848,,
1574396524.83066,0.0855211,0.0,0.0,0.0740486,-0.00483108,-21.3071,,
1574396529.09979,0.00174533,0.29015,0.0684962,0.0740486,-0.00483108,-27.6614,,
1574396533.38318,0.0226893,0.04145,-0.0574896,0.0740486,-0.00483108,-33.8371,,
1574396537.67151,0.0575959,0.0,-0.0095816,0.0740486,-0.00483108,-40.2297,,
1574396542.12897,0.020944,0.0,0.0,0.0740486,-0.00483108,-46.5457,,
1574396546.40143,0.020944,0.0,0.0,0.0740486,-0.00483108,-52.53,,
1574396550.6571,0.020944,0.0,0.0,0.0740486,-0.00483108,-58.6801,,
1574396554.93353,0.020944,0.0,0.0,-0.243288,-0.265502,-64.4858,,
1574396559.35239,0.020944,0.0,0.0,0.0740486,-0.00483108,-70.7508,,
1574396563.60599,0.020944,0.0,0.0,-0.173777,-0.189644,-76.8116,,
1574396568.03439,0.020944,0.0,0.0,-0.0,-0.0,-82.8597,,
1574396572.46677,0.020944,0.0,0.0,-0.204613,-0.155874,-89.2523,,
1574396576.89185,0.020944,0.0,0.0,-0.204613,-0.155874,-95.3131,,
1574396581.30127,0.020944,0.37305,0.0898483,-0.163691,-0.124699,-101.068,,
1574396585.74426,0.020944,0.0,-0.0827529,-0.347348,-0.0950236,-106.886,,
1574396590.19241,0.020944,0.0,0.0,-0.338394,-0.123165,-112.335,,
1574396594.60886,0.020944,0.0,0.0,-0.193368,-0.0703801,-117.847,,
1574396599.02069,0.020944,0.0,0.0,0.0740486,-0.00483108,-123.295,,
1574396603.29572,0.020944,0.0,0.0,-0.0,-0.0,-128.68,,
1574396607.72607,0.020944,0.179617,0.0390216,-0.0,-0.0,-134.205,,
1574396612.1546,0.020944,0.0,-0.0419567,-0.0,-0.0,-139.564,,
1574396616.56668,0.020944,0.0,0.0,-0.140077,-0.150741,-145.663,,
1574396620.97864,0.020944,0.0,0.0,-0.745373,-0.199722,-151.813,,
1574396625.40601,0.020944,0.0,0.0,-0.0,-0.0,-158.448,,
1574396629.83948,0.020944,0.0,0.0,-0.0,-0.0,-165.568,,
1574396634.25104,0.020944,0.0,0.0,0.0740486,-0.00483108,-172.739,,
1574396638.50955,0.020944,0.0,0.0,-0.0,-0.0,-180.356,,
1574396642.93948,0.020944,0.0,0.0,-0.0,-0.0,-188.063,,
1574396647.37146,0.020944,0.0,0.0,-0.0,-0.0,-196.217,,
1574396651.79407,0.020944,0.234883,0.0536876,-0.0,-0.0,-204.893,,
1574396656.20117,0.020944,0.62175,0.0896978,-0.0,-0.0,-213.582,,
1574396660.67752,0.020944,0.980983,0.0797764,0.0740486,-0.00483108,-222.476,,
1574396665.09882,0.020944,1.31258,0.0755697,0.0740486,-0.00483108,-232.16,,
1574396669.37134,0.020944,1.75472,0.103471,0.0740486,-0.00483108,-241.641,,
1574396673.6412,0.020944,2.22448,0.109656,0.0740486,-0.00483108,-251.338,,
1574396677.93896,0.020944,2.86005,0.146007,0.0740486,-0.00483108,-259.76,,
1574396682.28848,0.020944,3.41272,0.127284,0.0740486,-0.00483108,-261.048,,
1574396686.64062,0.020944,4.02065,0.139466,0.0740486,-0.00483108,-261.061,,
1574396690.96725,-0.596903,4.93255,0.196445,0.200217,-0.24413,-261.176,,
1574396695.09796,-0.555015,5.78918,0.173795,0.193218,-0.235717,-261.265,,
1574396699.47919,-0.415388,6.28658,0.142236,0.215226,-0.254361,-261.278,0.6195,0.2065
1574396703.70441,-0.397935,7.00505,0.172047,0.274612,-0.30785,-261.304,0.6195,0.2065
1574396708.07291,-0.427606,7.64061,0.144677,0.255974,-0.222412,-261.329,0.6195,0.2065
1574396712.30051,-0.436332,8.35908,0.177575,0.321683,-0.242304,-261.355,0.6195,0.2065
1574396716.66681,-0.431096,9.27098,0.20055,0.391406,-0.237102,-261.431,0.6195,0.2065
1574396720.8847,-0.420624,10.0171,0.18395,0.397903,-0.181402,-261.533,0.6195,0.2065
1574396725.0979,-0.420624,10.7632,0.170615,0.389992,-0.134409,-261.508,0.6195,0.2065
1574396729.32056,-0.417134,11.7027,0.224339,0.512348,-0.128857,-261.533,0.6195,0.2065
1574396733.69852,-0.42237,12.3383,0.144054,0.354593,-0.0593634,-261.533,0.7434,0.2478
1574396737.92072,-0.439823,13.1949,0.202657,0.461388,-0.0469095,-261.546,0.6195,0.2065
1574396742.13544,-0.436332,13.9134,0.175836,0.413409,-0.0190545,-261.546,0.618867,0.2065
1574396746.35361,-0.431096,14.6318,0.165889,0.397626,0.00816511,-261.546,,
1574396750.72568,-0.424115,15.5437,0.216295,0.503025,0.0440446,-261.546,3.40832,0.5369
1574396754.9379,-0.420624,16.6491,0.252129,0.573227,0.094009,-261.533,3.40832,0.5369
1574396759.15759,-0.410152,17.8373,0.293754,0.658188,0.168199,-261.546,3.40832,0.5369
1574396763.37225,-0.406662,19.1084,0.291611,0.644445,0.210704,-261.546,3.40832,0.5369
1574396767.73776,-0.411898,20.4072,0.297951,0.635027,0.24846,-261.546,3.40832,0.5369
1574396772.10748,-0.410152,21.6507,0.293071,0.615111,0.272044,-261.546,3.14615,0.4956
1574396776.32111,-0.413643,23.0047,0.311129,0.637457,0.299803,-261.546,3.40832,0.5369
1574396780.53995,-0.411898,24.3035,0.320209,0.642839,0.334236,-261.559,3.40832,0.5369
1574396784.92471,-0.417134,25.547,0.281717,0.565826,0.291828,-261.571,3.40832,0.5369
1574396789.14725,-0.415388,27.0116,0.336218,0.661135,0.357761,-261.559,3.40832,0.5369
1574396793.36108,-0.418879,28.1722,0.28467,0.573147,0.286819,-261.61,,
1574396797.58545,-0.411898,29.692,0.359214,0.697295,0.401458,-261.584,5.47878,0.7021
1574396801.95856,-0.403171,30.9908,0.297677,0.604168,0.331593,-261.597,5.47878,0.7021
1574396806.17557,-0.404916,32.483,0.351106,0.699535,0.389059,-261.584,5.4645,0.7021
1574396810.39554,-0.420624,33.837,0.323313,0.639055,0.326656,-261.571,5.4645,0.7021
1574396814.60928,-0.413643,35.4121,0.374845,0.735016,0.397044,-261.661,5.14306,0.6608
1574396818.98349,-0.406662,36.8214,0.320806,0.645585,0.348157,-261.623,5.14306,0.6608
1574396823.19711,-0.411898,38.2583,0.33954,0.668688,0.369633,-261.635,5.4645,0.7021
1574396827.41528,-0.411898,39.7505,0.357584,0.656824,0.452123,-261.597,5.14306,0.6608
1574396831.63046,-0.403171,41.0493,0.307619,0.584886,0.395717,-261.674,5.4645,0.7021
1574396836.0083,-0.411898,42.8455,0.368823,0.685912,0.452901,-261.533,0.0,0.0
1574396840.24417,-0.375246,44.2271,0.311046,0.659425,0.384092,-247.025,,
1574396844.40497,-0.256563,44.8351,0.178019,0.565989,0.235104,-222.501,,
1574396848.57013,-0.20944,45.3877,0.12808,0.504375,0.121005,-200.07,,
1574396852.87186,-0.193732,45.8299,0.102559,0.608315,0.0864927,-177.332,,
1574396857.01578,-0.18326,46.1062,0.0667149,0.31507,0.0205013,-155.386,,
1574396861.15808,-0.167552,46.3825,0.0666988,0.0740486,-0.00483108,-133.681,,
1574396865.30008,-0.136136,46.4931,0.026757,0.0740486,-0.00483108,-111.492,,
1574396869.61798,-0.10472,46.5483,0.0126468,0.0740486,-0.00483108,-89.5713,,
