time,pitch,depth,depth_rate,v_N,v_E,pump_volume,thruster_power,thruster_current
1574384127.36877,-0.20944,0.0,0.0,-0.151221,-0.109616,49.4963,,
1574384131.65146,-0.118682,0.0,0.0,0.264918,0.235869,42.5295,,
1574384136.11337,0.00349066,0.0,0.0,-0.0166246,0.042517,35.2692,,
1574384140.56793,-0.00174533,0.0,0.0,-0.151221,-0.109616,28.3535,,
1574384144.83481,0.0401426,0.0,0.0,-0.151221,-0.109616,21.6164,,
1574384149.1033,0.0453786,0.0,0.0,-0.151221,-0.109616,14.5731,,
1574384153.56973,-0.00349066,0.0,0.0,-0.151221,-0.109616,7.45317,,
1574384157.88306,0.0226893,0.386786,0.0895339,-0.151221,-0.109616,1.07334,,
1574384162.19229,-0.0331613,0.0,-0.0893065,-0.151221,-0.109616,-5.35753,,
1574384166.46741,0.020944,0.0,0.0,-0.289695,-0.0594893,-11.9415,,
1574384171.08185,-0.0715585,0.745945,0.154632,-0.151221,-0.109616,-18.9338,0.0,0.0
1574384175.36755,-0.0715585,0.0,-0.181055,-0.295589,-0.0823375,-25.2498,,
1574384179.80188,-0.0715585,0.0,0.0,-0.502072,-0.0433223,-31.6807,0.7434,0.2478
1574384184.2312,-0.0715585,0.0,0.0,-0.469399,-0.0494958,-38.0733,0.6195,0.2065
1574384188.83762,-0.0715585,0.0,0.0,0.399344,0.234294,-44.8869,0.7434,0.2478
1574384193.43994,-0.0715585,0.0,0.0,-0.0,-0.0,-51.3178,0.7434,0.2478
1574384198.05365,-0.0715585,0.0,0.0,-2.26061,-0.699777,-57.9273,0.7434,0.2478
1574384202.67285,-0.0715585,0.773573,0.17333,-0.512928,-0.0394677,-64.4347,0.6195,0.2065
1574384207.2977,-0.0715585,0.0,-0.167331,-0.73912,-0.221747,-70.9294,0.6195,0.2065
1574384211.91147,-0.0715585,0.0,0.0,-0.616371,-0.0344605,-77.3092,0.618482,0.2065
1574384216.52145,-0.0715585,0.0,0.0,-0.249582,-0.0622277,-83.3828,,
1574384221.11523,-0.0715585,0.0,0.0,-0.459039,-0.0604336,-90.1837,0.6195,0.2065
1574384225.70602,-0.0715585,0.0,0.0,-1.08175,-0.332788,-97.1122,0.6195,0.2065
1574384230.30161,-0.0715585,0.0,0.0,-0.810102,-0.14576,-104.704,0.6195,0.2065
1574384234.90256,-0.0715585,0.221021,0.0481317,-0.810102,-0.14576,-113.534,,
1574384239.49838,-0.0715585,1.13273,0.198371,-0.810102,-0.14576,-123.257,3.66398,0.5782
1574384244.11377,-0.0715585,2.34835,0.264149,-0.71128,-0.00379201,-134.434,3.40227,0.5369
1574384248.54663,-0.0715585,3.67447,0.290371,-0.810102,-0.14576,-146.416,3.66398,0.5782
1574384253.16885,-0.0715585,5.0006,0.288413,-0.810102,-0.14576,-159.941,3.40227,0.5369
1574384257.78851,-0.488692,6.46486,0.301289,-0.640464,-0.294486,-174.525,3.66398,0.5782
1574384262.26672,-0.467748,8.012,0.354606,-0.779814,-0.258209,-190.462,3.40227,0.5369
1574384266.73398,-0.394444,9.22762,0.272743,-0.737773,-0.120879,-207.19,3.40227,0.5369
1574384271.04297,-0.410152,10.2498,0.246675,-0.650355,-0.00443211,-224.045,3.40227,0.5369
1574384275.36646,-0.427606,11.7417,0.34257,-0.771576,0.177028,-241.118,3.3998,0.5369
1574384279.83209,-0.443314,13.0126,0.288244,-0.570019,0.25188,-259.798,3.66133,0.5782
1574384284.08524,-0.455531,14.3111,0.311689,-0.459056,0.384942,,,
1574384288.30112,-0.464258,15.8582,0.362839,-0.289743,0.542081,-261.98,5.41766,0.7021
1574384292.51962,-0.455531,17.4606,0.365012,-0.0442899,0.565519,-262.044,5.41766,0.7021
1574384296.89395,-0.457276,18.7868,0.303114,0.142667,0.37185,-262.056,5.41766,0.7021
1574384301.10959,-0.455531,20.3063,0.358885,0.348915,0.33913,-262.031,5.09897,0.6608
1574384305.33218,-0.460767,21.9363,0.388287,0.474053,0.245589,-262.056,5.41766,0.7021
1574384309.55109,-0.460767,23.4835,0.364721,0.479791,0.130083,-262.044,5.09897,0.6608
1574384313.93222,-0.457276,25.1411,0.377856,0.523075,0.0965367,-262.056,5.41766,0.7021
1574384318.15897,-0.453786,26.7159,0.373346,0.514598,0.113164,-262.056,5.09897,0.6608
1574384322.37866,-0.455531,28.3459,0.386171,0.526146,0.144989,-262.069,5.09897,0.6608
1574384326.59723,-0.431096,29.8102,0.361457,0.47716,0.232988,-262.069,5.09897,0.6608
1574384330.9668,-0.406662,31.3573,0.352746,0.425163,0.353808,-262.146,,
1574384335.1835,-0.408407,32.9045,0.36758,0.348494,0.47341,-262.184,5.04069,0.6608
1574384339.40582,-0.427606,34.424,0.346605,0.218301,0.474909,-262.273,5.03394,0.6608
1574384343.62558,-0.438078,35.7501,0.316271,0.10876,0.447915,-262.26,5.34856,0.7021
1574384347.99231,-0.438078,37.4078,0.379674,0.141555,0.570201,-262.26,5.03394,0.6608
1574384352.20459,-0.434587,38.8997,0.355212,0.160019,0.514634,-262.299,5.34856,0.7021
