time,pitch,depth,depth_rate,v_N,v_E,pump_volume,thruster_power,thruster_current
1574387609.88535,0.445059,1.07376,0.0997178,-1.74425,0.762042,-233.704,,
1574387614.30899,0.445059,1.21178,0.0312112,-1.74425,0.762042,-240.875,,
1574387618.72708,0.445059,1.59822,0.0873517,-0.0485835,-0.268431,-248.365,,
1574387623.01181,0.445059,2.06748,0.1078,-1.74425,0.762042,-256.2,,
1574387627.45773,0.445059,2.59194,0.118844,-1.74425,0.762042,,,
1574387631.80557,0.445059,3.144,0.125326,-1.74425,0.762042,-260.806,,
1574387636.29498,0.445059,3.53044,0.0873715,-0.0485736,-0.268471,-260.895,,
1574387640.63422,0.445059,4.08251,0.128476,-0.0280173,-0.352162,-260.985,,
1574387644.97464,-0.55676,4.883,0.170972,-0.346783,-0.0972455,-261.036,,
1574387649.22415,-0.520108,5.51787,0.138467,-0.313515,-0.0863326,-261.036,,
1574387653.60699,-0.427606,6.06993,0.138849,-0.363081,-0.0668877,-261.036,0.7434,0.2478
1574387657.8259,-0.434587,6.6496,0.141382,-0.360179,-0.0404425,-261.036,0.742354,0.2478
1574387662.04758,-0.459022,7.33968,0.16026,-0.372107,-0.00234782,-261.048,,
1574387666.41418,-0.462512,8.25058,0.214886,-0.448144,0.0761236,-261.061,0.6195,0.2065
1574387670.6311,-0.45204,9.02347,0.176822,-0.363616,0.0966099,-261.112,0.6195,0.2065
1574387674.84949,-0.459022,9.90677,0.211316,-0.38252,0.168934,-261.099,0.6195,0.2065
1574387679.06296,-0.466003,10.7073,0.189063,-0.317657,0.166879,-261.227,0.7434,0.2478
1574387683.43246,-0.462512,11.5906,0.202175,-0.303553,0.21229,-261.189,0.7434,0.2478
1574387687.64743,-0.462512,12.5843,0.236937,-0.304047,0.288353,-261.15,0.7434,0.2478
1574387691.8577,-0.462512,13.4952,0.215701,-0.255866,0.268403,-261.227,0.6195,0.2065
1574387696.07376,-0.45204,14.3233,0.197447,-0.229312,0.252054,-261.214,0.6195,0.2065
1574387700.44647,-0.45204,15.3446,0.232276,-0.240509,0.318931,-261.24,0.6195,0.2065
1574387704.66312,-0.44855,16.0623,0.177952,-0.319064,0.155196,-261.265,,
1574387708.87387,-0.445059,17.2216,0.263425,-0.282279,0.375027,-261.265,3.65769,0.5782
1574387713.09589,-0.436332,18.5466,0.312194,-0.341174,0.465856,-261.278,3.39642,0.5369
1574387717.47302,-0.424115,19.6507,0.25071,-0.276195,0.376346,-261.291,3.39642,0.5369
1574387721.69778,-0.42586,20.9204,0.301316,-0.288413,0.479067,-261.278,3.64753,0.5782
1574387725.93158,-0.434587,22.1626,0.307385,-0.275438,0.483368,-261.291,3.38699,0.5369
1574387730.14905,-0.429351,23.6255,0.33424,-0.277476,0.546908,-261.291,3.38699,0.5369
1574387734.5213,-0.42586,24.7849,0.275572,-0.244859,0.438084,-261.304,3.38699,0.5369
1574387738.73734,-0.42586,26.0546,0.302753,-0.262179,0.490472,-261.291,3.38699,0.5369
1574387742.94742,-0.427606,27.352,0.308966,-0.273245,0.497695,-261.291,3.38699,0.5369
1574387747.16464,-0.42237,28.6769,0.313598,-0.285627,0.511664,-261.291,3.38699,0.5369
1574387751.53372,-0.418879,30.0019,0.303123,-0.271376,0.498933,-261.291,,
1574387755.74667,-0.410152,31.3268,0.315014,-0.298701,0.529981,-261.316,5.41847,0.7021
1574387759.95728,-0.417134,32.569,0.294277,-0.282757,0.478732,-261.304,5.41847,0.7021
1574387764.16965,-0.432842,34.1699,0.37974,-0.253171,0.641251,-261.304,5.09974,0.6608
1574387768.53937,-0.431096,35.7985,0.373186,-0.304689,0.617457,-261.304,5.09974,0.6608
1574387772.75348,-0.420624,37.3995,0.367198,-0.301423,0.624673,-261.304,5.41847,0.7021
1574387776.96637,-0.39968,38.6416,0.303554,-0.302531,0.520068,-261.304,5.41847,0.7021
1574387781.33643,-0.39968,40.215,0.347708,-0.323769,0.613533,-261.316,5.41847,0.7021
1574387785.70691,-0.410152,41.5952,0.325279,-0.260285,0.563805,-261.342,5.09789,0.6608
1574387789.92987,-0.42586,42.9753,0.328687,-0.269217,0.543179,-261.342,5.09789,0.6608
1574387794.1438,-0.417134,44.5487,0.373458,-0.305506,0.643392,-261.393,5.4165,0.7021
1574387798.36829,-0.410152,45.9289,0.326974,-0.227675,0.574966,-261.406,5.4165,0.7021
1574387802.73901,-0.410152,47.4194,0.341091,-0.304261,0.58589,-261.431,5.09789,0.6608
1574387806.95499,-0.417134,48.9376,0.363112,-0.309469,0.619853,-261.457,5.09789,0.6608
1574387811.16608,-0.403171,50.235,0.307283,-0.323587,0.515184,-261.418,5.09789,0.6608
1574387815.37988,-0.39968,51.7255,0.353802,-0.356449,0.616004,-261.457,5.09789,0.6608
1574387819.75357,-0.390954,53.0505,0.302362,-0.415787,0.481238,-261.457,5.4165,0.7021
1574387823.96863,-0.394444,54.3478,0.30605,-0.455319,0.460015,-261.469,5.4165,0.7021
1574387828.19318,-0.401426,55.8384,0.341874,-0.513591,0.500092,-261.431,5.4165,0.7021
1574387832.41226,-0.408407,57.2186,0.325893,-0.500387,0.452983,-261.533,5.09789,0.6608
1574387836.79172,-0.408407,58.5435,0.313969,-0.44104,0.46326,-261.508,5.09789,0.6608
1574387841.00906,-0.417134,60.0893,0.351552,-0.444111,0.536396,-261.533,,
1574387845.39294,-0.415388,61.4418,0.310006,-0.354804,0.488177,-261.52,5.27787,0.7021
1574387849.61517,-0.420624,62.8496,0.343272,-0.277112,0.580493,-261.533,4.97026,0.6608
1574387853.99384,-0.420624,64.3678,0.349568,-0.206844,0.609096,-261.546,4.97026,0.6608
1574387858.21109,-0.424115,65.7755,0.322511,-0.166759,0.553228,-261.52,4.97026,0.6608
1574387862.42761,-0.411898,67.2661,0.350557,-0.146689,0.633203,-261.546,4.97026,0.6608
1574387866.65939,-0.408407,68.5082,0.308453,-0.118066,0.551745,-261.52,4.97026,0.6608
1574387871.03238,-0.404916,70.0816,0.344888,-0.128994,0.634407,-261.546,4.97026,0.6608
1574387875.25854,-0.411898,71.379,0.294383,-0.142089,0.515405,-261.291,0.0,0.0
1574387879.47971,-0.368264,72.8143,0.330729,-0.177109,0.665797,-245.214,,
1574387883.65903,-0.258309,73.4216,0.16633,-0.192595,0.406987,-221.481,,
1574387887.97653,-0.207694,74.0841,0.14794,-0.18333,0.425857,-198.322,,
1574387892.16653,-0.200713,74.4429,0.088866,-0.163616,0.213615,-175.546,,
1574387896.33865,-0.18675,74.7189,0.0665136,-0.252376,0.423467,-153.574,,
1574387900.48083,-0.162316,74.995,0.066626,-0.155055,0.14212,-131.933,,
1574387904.7724,-0.129154,75.1882,0.0449145,-0.0922677,-0.0905808,-109.438,,
1574387909.0903,-0.102974,75.547,0.0825301,-0.0922677,-0.0905808,-87.4659,,
1574387913.23108,-0.0733038,75.5194,-0.00662105,-0.0922677,-0.0905808,-65.5704,,
1574387917.38077,-0.0436332,75.409,-0.0268317,-0.0922677,-0.0905808,-44.3638,,
1574387921.66922,-0.010472,75.409,0.0,-0.0922677,-0.0905808,-21.7792,,
1574387925.80655,0.0226893,75.3262,-0.0200556,-0.0922677,-0.0905808,0.295003,,
1574387929.97842,0.0488692,75.0502,-0.0660204,-0.0922677,-0.0905808,21.3484,,
1574387934.12027,0.0767945,74.995,-0.0133091,-0.0922677,-0.0905808,43.1292,,
1574387938.40778,0.0977384,74.6361,-0.0840574,-0.0922677,-0.0905808,65.6245,,
1574387942.57928,0.127409,74.4429,-0.0462696,-0.0922677,-0.0905808,86.7927,,
1574387946.71637,0.158825,74.2221,-0.0536765,-0.0922677,-0.0905808,109.109,,
1574387950.86865,0.188496,73.9737,-0.0595751,-0.0922677,-0.0905808,130.686,,
1574387955.19534,0.221657,73.394,-0.13341,-0.218696,0.341771,152.403,,
1574387959.35062,0.254818,73.0076,-0.0936607,-0.179533,0.176408,174.924,,
1574387963.51416,0.29147,72.6763,-0.0762693,-0.147731,0.105424,195.518,,
1574387967.6774,0.336849,72.069,-0.152772,-0.190429,0.270711,217.988,,
1574387972.00739,0.380482,71.2686,-0.184402,-0.190738,0.304364,240.317,,
1574387976.18939,0.392699,70.6337,-0.150017,-0.172292,0.218851,260.133,,
1574387980.27692,0.417134,69.9436,-0.173911,-0.175421,0.25053,,,
1574387984.3569,0.431096,68.9499,-0.243796,-0.196143,0.377969,,,
1574387988.57794,0.438078,67.8734,-0.255463,-0.18762,0.395432,,,
1574387992.66077,0.429351,66.9349,-0.227848,-0.15875,0.354261,236.68,,
1574387996.73792,0.434587,65.9964,-0.225116,-0.132051,0.346563,236.642,,
1574388001.03546,0.427606,64.837,-0.25683,-0.0913774,0.419572,253.217,0.6195,0.2065
1574388005.47067,0.441568,63.8157,-0.243867,-0.0816351,0.377957,,0.6195,0.2065
1574388009.68866,0.44855,62.3527,-0.334087,-0.106672,0.544174,,0.6195,0.2065
1574388013.90823,0.457276,61.3038,-0.248618,-0.101927,0.370569,,0.6195,0.2065
1574388018.12222,0.459022,60.0341,-0.309694,-0.142315,0.481467,255.871,0.6195,0.2065
1574388022.49539,0.45204,58.8471,-0.271796,-0.180119,0.412785,255.59,0.6195,0.2065
1574388026.70801,0.438078,57.5774,-0.30232,-0.231448,0.480361,255.552,0.6195,0.2065
1574388030.92126,0.443314,56.4733,-0.25295,-0.228247,0.374432,255.463,0.4956,0.1652
1574388035.29108,0.457276,55.1759,-0.308232,-0.278109,0.452217,255.335,0.6195,0.2065
1574388039.66931,0.455531,53.9062,-0.277722,-0.26865,0.39667,255.284,0.625107,0.2065
1574388043.88666,0.455531,52.8849,-0.25368,-0.26319,0.350084,255.156,0.625107,0.2065
1574388048.09689,0.459022,51.4771,-0.335341,-0.31938,0.488941,255.105,,
1574388052.30841,0.460767,50.0417,-0.328609,-0.304984,0.478354,255.042,3.17449,0.4956
1574388056.67981,0.460767,48.496,-0.365691,-0.314852,0.548593,255.016,3.43903,0.5369
1574388060.89462,0.455531,46.8674,-0.387205,-0.317693,0.599109,255.003,3.43903,0.5369
1574388065.1088,0.453786,45.1836,-0.396653,-0.322927,0.619317,254.94,3.17449,0.4956
1574388069.32654,0.45204,43.6102,-0.372927,-0.30047,0.582011,254.876,3.43903,0.5369
1574388073.69879,0.446804,41.8988,-0.391982,-0.284944,0.63355,254.876,3.43903,0.5369
1574388077.91339,0.446804,40.215,-0.399097,-0.297474,0.644386,254.761,3.17449,0.4956
1574388082.13043,0.446804,38.5864,-0.387021,-0.297408,0.620145,254.748,3.17449,0.4956
1574388086.34531,0.446804,36.9579,-0.384463,-0.303419,0.613222,254.684,3.17449,0.4956
1574388090.71539,0.464258,35.3293,-0.37577,-0.261597,0.578602,254.684,3.43903,0.5369
1574388094.9285,0.443314,33.7559,-0.37337,-0.239313,0.613286,254.71,,
1574388099.29257,0.445059,32.0445,-0.392432,-0.251435,0.645596,254.659,5.56349,0.7021
1574388103.50681,0.467748,30.2779,-0.41616,-0.247554,0.652732,254.582,5.55634,0.7021
1574388107.8808,0.462512,28.2077,-0.476464,-0.207229,0.782633,254.608,5.22949,0.6608
1574388112.09723,0.45204,26.4687,-0.397576,-0.191612,0.653968,254.518,5.22949,0.6608
1574388116.31091,0.457276,24.5916,-0.462775,-0.211205,0.766551,254.557,5.55634,0.7021
1574388120.52411,0.460767,22.825,-0.420519,-0.22896,0.676806,254.493,5.55634,0.7021
1574388124.88687,0.460767,20.8928,-0.44165,-0.249948,0.713125,254.48,5.22949,0.6608
1574388129.09769,0.459022,19.0434,-0.439499,-0.259587,0.71033,254.557,5.22949,0.6608
1574388133.31396,0.457276,17.1112,-0.45625,-0.27399,0.742872,254.493,5.55634,0.7021
1574388137.53387,0.459022,15.2894,-0.431913,-0.284035,0.690156,254.48,5.22949,0.6608
1574388141.90289,0.457276,13.3296,-0.447346,-0.311518,0.716396,254.48,,
1574388146.11758,0.45204,11.5078,-0.432528,-0.339573,0.689024,254.48,5.12057,0.6608
1574388150.32959,0.446804,9.68594,-0.433248,-0.344334,0.699246,254.429,5.12057,0.6608
1574388154.54553,0.476475,7.61571,-0.438795,-0.428052,0.619776,254.263,0.0,0.0
1574388158.96054,0.429351,5.43506,-0.43224,-0.51365,0.660313,241.172,,
1574388163.27347,0.328122,4.35854,-0.328008,-0.436825,0.67253,228.438,,
1574388167.45685,0.279253,3.25441,-0.271885,-0.191475,0.694726,217.796,,
1574388171.60687,0.232129,2.56433,-0.154104,-0.108196,0.416279,207.601,,
1574388176.08115,0.137881,1.70863,-0.197347,-0.00233731,0.404274,197.483,,
1574388180.39072,0.0122173,1.48781,-0.0509753,-0.044173,0.119412,188.168,,
1574388184.66315,-0.0244346,1.405,-0.01948,-0.0922677,-0.0905808,178.037,,
1574388188.93021,-0.0349066,1.23938,-0.0399852,-0.0922677,-0.0905808,168.187,,
1574388193.38449,-0.0383972,1.21178,-0.00600329,-0.0922677,-0.0905808,158.961,,
1574388197.65506,-0.0628319,1.10137,-0.0257853,-0.0922677,-0.0905808,149.596,,
1574388201.92801,-0.102974,1.07376,-0.0064089,-0.0922677,-0.0905808,140.052,,
1574388206.21399,-0.10821,1.04616,-0.00647353,-0.0922677,-0.0905808,130.941,,
1574388210.67392,-0.0942478,0.770128,-0.0612586,-0.0922677,-0.0905808,121.55,,
1574388214.94235,-0.141372,0.604509,-0.0409441,-0.0922677,-0.0905808,112.593,,
1574388219.22034,-0.18326,0.521699,-0.0187479,-0.0922677,-0.0905808,103.954,,
1574388223.66861,-0.18326,0.466493,-0.0124171,-0.0922677,-0.0905808,95.3162,,
1574388228.10806,-0.221657,0.162859,-0.0686956,0.0587612,-0.355363,87.0734,,
1574388232.38367,-0.1309,0.0,-0.0376726,-0.440929,0.319095,79.7366,,
1574388236.67163,0.0575959,2.34351,0.549474,-0.256594,0.0463305,72.4636,,
1574388240.99289,0.00523599,0.521699,-0.419481,-0.0922677,-0.0905808,65.2417,,
1574388245.47797,0.0453786,0.0,-0.120041,-0.0922677,-0.0905808,58.2111,,
1574388249.75119,0.0314159,0.0248428,0.005844,-0.0922677,-0.0905808,50.6063,,
1574388254.05377,0.0191986,0.770128,0.173201,-0.0922677,-0.0905808,43.933,,
1574388258.33527,0.0279253,0.96335,0.0447895,-0.0922677,-0.0905808,37.0428,,
1574388262.79291,0.0174533,0.0,-0.216192,-0.0922677,-0.0905808,29.9357,,
1574388267.08331,0.0279253,0.96335,0.226032,-0.0922677,-0.0905808,23.1476,,
1574388271.35889,0.0122173,1.46021,0.116169,-0.0922677,-0.0905808,16.2701,,
1574388275.64163,0.0383972,0.770128,-0.161838,-0.0922677,-0.0905808,9.4692,,
1574388280.0947,0.0279253,0.107652,-0.148971,-0.36683,-0.282497,2.85969,,
1574388284.54736,0.0506145,0.576906,0.104885,-0.163036,-0.125554,-3.96672,,
1574388288.9696,0.0139626,0.135255,-0.0992919,-0.0922677,-0.0905808,-10.8314,,
1574388293.29059,0.0139626,2.67474,0.56723,0.31496,-0.174585,-17.2368,,
1574388297.72754,0.0139626,0.0,-0.626844,0.461928,-0.0314911,-24.1397,,
1574388302.16504,0.0139626,0.908143,0.205648,0.303715,-0.193488,-30.5196,,
1574388306.60486,0.0139626,0.852937,-0.0124087,-0.0956542,-0.182194,-37.078,,
1574388311.04666,0.0139626,1.23938,0.089808,-0.0,-0.0,-43.5982,,
1574388315.47488,0.0139626,0.0,-0.278325,-0.0,-0.0,-49.7356,,
1574388319.9231,0.0139626,0.96335,0.217805,-0.142428,-0.148522,-55.8092,,
1574388324.33646,0.0139626,0.0,-0.217264,-0.0922677,-0.0905808,-61.9594,,
1574388328.59293,0.0139626,0.383684,0.0885288,0.0,-0.0,-67.8543,,
1574388333.02652,0.0139626,0.052446,-0.0735593,0.107825,-0.175266,-74.2852,,
1574388337.49054,0.0139626,1.18417,0.255181,-0.468692,-0.613023,-80.3205,,
1574388341.93796,0.0139626,0.742525,-0.0992027,-0.124984,-0.163473,-86.4452,,
1574388346.38638,0.0139626,0.0,-0.170656,-0.0,-0.0,-92.4039,,
1574388350.79871,0.0139626,0.852937,0.193454,0.409937,-0.215222,-98.452,,
1574388355.2142,0.0139626,0.107652,-0.163835,0.0,-0.0,-104.857,,
1574388359.62921,0.0139626,0.328477,0.0516188,-0.685418,0.964477,-111.505,,
1574388364.04245,0.0139626,0.328477,0.0,-0.0922677,-0.0905808,-118.127,,
1574388368.46762,0.0139626,0.300874,-0.0061354,-0.0,-0.0,-125.247,,
1574388372.90546,0.0139626,0.411287,0.0255407,-0.150392,-0.598734,-132.252,,
1574388377.35788,0.0139626,0.383684,-0.00620993,-0.150392,-0.598734,-138.836,,
1574388381.80811,0.0139626,0.383684,0.0,-0.150392,-0.598734,-146.148,,
1574388386.22153,0.0139626,0.328477,-0.0128476,-0.0,-0.0,-152.63,,
1574388390.66144,0.0139626,0.356081,0.00616968,-0.0,-0.0,-159.354,,
1574388395.08884,0.0139626,0.356081,0.0,0.377872,0.267548,-165.849,,
1574388399.50391,0.0139626,0.383684,0.0064918,0.0,0.0,-172.216,,
1574388403.91537,0.0139626,0.383684,0.0,-0.0922677,-0.0905808,-178.863,,
1574388408.33691,0.0139626,0.494096,0.0254642,0.0,0.0,-185.766,,
1574388412.7648,0.0139626,0.411287,-0.0187013,0.0,0.0,-192.644,,
1574388417.19748,0.0139626,0.494096,0.0185256,0.0,0.0,-199.432,,
1574388421.63687,0.0139626,0.908143,0.0928149,0.0,0.0,-206.679,,
1574388426.05917,0.0139626,1.07376,0.0386418,0.0,0.0,-213.952,,
1574388430.5029,0.0139626,1.405,0.074119,0.0,0.0,-221.481,,
1574388434.93478,0.0139626,1.62583,0.0501306,-0.0922677,-0.0905808,-229.392,,
1574388439.35895,0.0139626,2.03987,0.0941016,-0.0922677,-0.0905808,-237.877,,
1574388443.6265,0.0139626,2.42632,0.0907146,-0.0922677,-0.0905808,-246.12,,
1574388447.89685,0.0139626,2.75755,0.0770858,-0.0922677,-0.0905808,-254.873,,
1574388452.19037,0.0139626,3.30962,0.129047,-0.0922677,-0.0905808,,,
1574388456.55402,0.0139626,3.91689,0.136957,-0.0922677,-0.0905808,-261.01,,
1574388460.87625,0.0139626,4.41374,0.115871,-0.0922677,-0.0905808,-261.036,,
1574388465.20566,-0.595157,5.24184,0.177246,-0.336702,-0.0897276,-261.036,,
1574388469.4809,-0.548033,5.90431,0.157358,-0.329191,-0.0669328,-261.036,,
1574388473.85593,-0.415388,6.56679,0.151979,-0.396153,-0.0473315,-261.125,0.6195,0.2065
1574388478.08429,-0.413643,7.14645,0.137917,-0.363758,-0.0269034,-261.214,0.6195,0.2065
1574388482.30859,-0.466003,7.83653,0.16893,-0.380247,0.00970406,-261.265,0.7434,0.2478
1574388486.53024,-0.47822,8.77504,0.222448,-0.455787,0.059251,-261.291,0.742198,0.2478
1574388490.89923,-0.436332,9.52032,0.165325,-0.365294,0.0741191,-261.291,,
1574388495.11581,-0.469494,10.4312,0.224803,-0.389053,0.185209,-261.278,0.6195,0.2065
1574388499.33676,-0.466003,11.3973,0.228503,-0.371122,0.216953,-261.291,0.6195,0.2065
1574388503.55795,-0.457276,12.253,0.196667,-0.305775,0.203286,-261.304,0.6195,0.2065
1574388507.9256,-0.462512,13.1639,0.216059,-0.302845,0.243811,-261.291,0.6195,0.2065
1574388512.13815,-0.464258,14.1577,0.227498,-0.300963,0.267993,-261.304,0.6195,0.2065
1574388516.35507,-0.462512,14.9305,0.190601,-0.259246,0.214412,-261.342,0.7434,0.2478
1574388520.56476,-0.459022,15.9519,0.243228,-0.307354,0.303916,-261.393,0.6195,0.2065
1574388524.93744,-0.453786,17.0284,0.243943,-0.307749,0.31129,-261.406,,
1574388529.15558,-0.446804,18.0497,0.242075,-0.310179,0.314124,-261.406,3.40535,0.5369
1574388533.52911,-0.439823,19.0434,0.226565,-0.297892,0.294518,-261.444,3.40535,0.5369
1574388537.74838,-0.436332,20.3684,0.315089,-0.381135,0.452699,-261.482,3.40535,0.5369
1574388542.11737,-0.438078,21.7209,0.307959,-0.36131,0.44435,-261.469,3.1434,0.4956
1574388546.34604,-0.432842,23.1011,0.328609,-0.380063,0.489178,-261.469,3.40535,0.5369
1574388550.56259,-0.431096,24.3432,0.293304,-0.335186,0.435142,-261.495,3.40069,0.5369
1574388554.78101,-0.434587,25.8062,0.349992,-0.371761,0.537172,-261.52,3.40069,0.5369
1574388559.1449,-0.438078,27.1587,0.309934,-0.337397,0.459989,-261.508,3.40069,0.5369
1574388563.35675,-0.431096,28.5113,0.320207,-0.34773,0.488629,-261.559,3.40069,0.5369
1574388567.57581,-0.424115,29.8914,0.317132,-0.354463,0.490116,-261.52,3.40069,0.5369
1574388571.78986,-0.417134,31.106,0.296518,-0.358421,0.452706,-261.546,,
